climatebelief	econcern	poli	ambient1	ambient2	source01	ResponseId	consent	activist	envhope	cblame_ind	cblame_gov	cblame_corp	cblame_comm	cvictim_ind	cvictim_gov	cvictim_corp	cvictim_comm	cresponsible_ind	cresponsible_comm	cresponsible_gov	cresponsible_corp	emo_Angry	emo_Worry	emo_Sad	emo_Hope	emo_Guilt	freqthought	freqemo	asp1	asp2	asp3	asch1	asch2	asch3	asu1	asn1	asn2	asn3	asu2	asp4	asu3	asu4	asi1	asi2	asi3	CaseID	Direct	Target	Time	Temperature	Weather	Wildfire	Economy	PoliInaction	IndividualInaction	NotStressed	Overreact	Habitat	School	NewsDocs	Pollution	IceCaps	Plastic	Future	Health	Guilt	Bot	Other	recall_gen	emointense	selfdistr1	active1	denial1	substance1	emosupp1	disengage1	active2	denial2	vent1	instrumental1	substance2	reframe1	sblame1	plan1	emosupp2	disengage2	reframe2	humor1	selfdistr2	accept1	vent2	religion1	instrument2	accept2	plan2	sblame2	religion2	humor2	eco1	eco2	eco3	eco4	gender	Female	race	DELETE	age	educ	zipcode	poliideo	poliparty	venting	selfdistract	emosupport	active	planning	disengagement	substance	selfblame	denial	humor	religion	acceptance	instrumental	reframing	EconPoli	econcernXpoli	ambient3	concernC	asF1	asF2	asF3	distancing1	distancing2	problemfocus	probsocial	minimization
0	5	9.00	5.30	4.50	1	R_1BXlwlVfjqH8z0e	4	2	5	4	3	3	3	4	3	3	3	4	3	3	3	2	3	3	3	3	6	6	5	6	5	5	5	4	6	4	5	5	6	5	5	5	4	5	6	248	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	when ever i read any news about destruction of trees in forest or when ever i saw any destruction of trees near my home i feel stressed	6	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	2	3	3	3	male	0	white	0.00	28.00	9	98002	9	9	3.00	3.00	3.00	2.50	3.00	3.00	3.00	2.50	3.00	3.00	3.00	3.00	2.50	3.00	45.00	45.00	6.00	5.08	5.17	4.67	5.00	2.90	2.92	2.75	2.75	4.67
0	4	9.00	2.80	2.50	1	R_3kFWrRdLPvbjn98	4	3	5	1	1	3	4	4	1	2	1	4	5	3	5	2	3	2	1	3	2	2	1	2	3	7	3	3	7	7	2	1	2	1	1	1	1	5	5	252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	last week a coworker of mine was acting really stupid and being loud. they were being obboxious and maxing me stressed out. i told them to be quiet but they didnt. I was upset the rest of the day.	4	3	1	1	3	2	3	4	2	1	1	2	3	1	3	2	3	4	3	1	2	1	4	4	2	1	2	2	4	4	3	4	1	male	0	white	0.00	28.00	4	29407	9	9	1.00	2.00	2.00	2.50	2.00	3.00	2.50	1.50	1.50	3.50	3.00	2.00	2.50	3.50	36.00	36.00	5.00	3.54	3.08	3.00	3.00	2.40	2.58	2.25	2.25	3.00
0	7	1.00	6.80	1.00	1	R_22ySZDH4VKsAYnl	4	1	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	3	1	6	6	7	7	7	7	7	1	7	7	7	1	5	7	7	7	1	1	7	260	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	"A time I felt stressed about climate change is when I went out side to walked to the store and I saw all the litter on the ground. It just got me thinking there are people littering everywhere and it affecting the earth not in a good way. It just made me sad thinking about it, I want to do something about it to change it but I can't be the only one to make a difference."	7	4	4	1	1	4	1	4	1	1	4	1	4	1	4	4	1	4	1	4	4	1	4	4	4	4	1	3	1	4	4	4	4	Female	1	White	0.00	30.00	4	55403	1	1	1.00	4.00	4.00	4.00	4.00	1.00	1.00	1.00	1.00	1.00	3.50	4.00	4.00	4.00	7.00	7.00	7.00	6.92	6.83	1.00	4.00	1.00	1.50	4.00	4.00	1.00
0	7	1.00	6.50	1.25	1	R_10NjMQiD4oJqOGX	4	1	6	4	5	5	4	4	5	5	4	4	4	5	5	3	4	3	5	2	5	5	7	7	7	7	5	1	7	6	6	1	6	6	7	6	2	1	5	262	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	"I was stressed about climate change when I read an article about the fact that the polar icecaps are melting. This will bring disastrous consequences to many people. There are a lot of people who live near the coasts, and if the water levels rise then people will have to move somewhere else and build their lives. This would cause massive disruption in today's global economic systems. I was irritated by this because people in power aren't doing as much as they can to stop this from happening."	6	1	4	1	1	3	1	4	1	1	3	1	2	1	4	3	1	3	1	1	4	2	4	3	2	4	2	4	1	2	4	4	3	male	0	caucasian	0.00	32.00	7	20851	1	1	1.50	1.00	3.00	4.00	4.00	1.00	1.00	1.50	1.00	1.00	4.00	3.00	3.00	2.50	7.00	7.00	5.00	6.71	6.42	1.00	3.50	1.10	1.33	4.00	3.50	1.00
0	6	3.00	2.80	3.25	1	R_3hzIZLgYwSdgPKm	4	2	3	4	5	5	2	4	3	2	5	3	3	5	5	3	5	2	1	3	2	2	3	2	5	3	1	6	2	6	6	1	2	5	3	2	3	3	4	284	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"When I think about what the current US government administration is doing to solve the climate change crisis, I feel really stressed. I don't think they are taking it seriously and are largely responsible for spreading misinformation about the crisis. Actually I think they are making the problem worse. This gives me anxiety and makes me lose hope for fixing the problem."	4	2	1	1	2	3	2	2	1	1	2	2	3	1	2	3	1	2	1	4	3	1	2	3	3	2	1	3	1	1	2	1	1	Male	0	Black	0.00	30.00	7	89119	2	4	1.00	3.00	3.00	1.50	2.00	1.50	2.00	1.00	1.00	1.00	2.50	3.00	2.50	2.50	18.00	18.00	4.00	4.67	3.33	3.33	3.50	1.30	1.50	1.75	2.25	3.33
0	6	5.50	4.00	3.50	1	R_ZJkKRA7PJ4jeJnH	4	3	5	3	3	3	1	2	3	3	3	1	3	2	2	1	5	4	4	4	6	7	6	2	5	7	6	6	2	2	5	1	6	2	1	3	5	2	4	290	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	the weather got so hot one noon and i felt a bit depressed on the changing climate and wish something could be done to address it as soon as possible	5	4	2	2	1	4	1	4	2	3	3	2	2	1	2	2	4	1	3	2	2	4	4	1	3	2	1	1	2	4	1	2	1	MALE	0	WHITE	0.00	35.00	8	97266	6	5	3.50	3.00	3.00	3.00	2.00	2.50	1.50	1.00	2.00	2.50	2.50	2.50	2.00	1.50	33.00	33.00	4.00	4.96	3.92	3.00	4.50	1.90	1.83	2.50	2.50	3.00
0	7	2.50	4.40	3.75	1	R_1Lv94EGn4UIACRx	4	2	6	5	4	4	5	5	5	5	4	5	5	5	4	5	5	4	1	4	6	6	6	6	3	3	2	3	5	5	7	6	7	6	1	5	2	4	1	291	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	It was when those really bad tsunamis hit japan. I knew it was the climate change that changed the weather patterns and cause so much destruction. It made me feel scared and helpless and I didn't know what to do	6	4	3	1	2	3	4	4	1	2	4	3	3	3	4	4	4	4	1	4	4	3	2	3	2	2	2	1	2	2	4	4	2	female	1	white	0.00	25.00	4	.	3	2	2.50	4.00	3.50	3.50	3.00	4.00	2.50	2.50	1.00	1.50	1.50	3.00	3.50	3.50	17.50	17.50	1.00	5.83	4.67	4.33	1.50	2.30	2.50	3.25	3.38	4.33
0	7	1.00	5.20	3.00	1	R_UF5kgHFi4Vq1wel	4	3	3	2	4	5	3	3	3	3	4	2	3	5	5	4	3	4	2	2	3	2	6	5	6	6	3	2	6	7	7	2	5	5	4	6	5	3	6	293	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	When I saw a report on how polar bears and how their habitat is dwindling to nothing. Images of starving bears in a nearly ice free zone looking for food in vain was heartbreaking.	6	2	3	1	1	2	1	1	1	1	2	1	2	1	2	3	2	2	1	2	4	3	3	2	3	2	1	2	1	1	2	2	2	female	1	white/caucasian	0.00	34.00	7	06751	1	1	2.00	2.00	2.50	2.00	2.00	1.50	1.00	1.00	1.00	1.00	2.50	3.50	2.00	2.00	7.00	7.00	6.00	6.25	5.50	2.33	5.50	1.10	1.25	2.00	2.13	2.33
0	7	3.00	6.30	3.75	1	R_1pDMi1lfuYRilVb	4	2	2	2	5	5	3	5	1	1	1	2	3	5	5	5	5	5	5	5	5	3	6	6	6	7	6	1	7	7	7	1	6	6	7	6	7	6	7	295	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I was discussing politics with my step dad and was feeling rather frustrated about the political situation in the US.  We began talking about climate change and what we could as a society to address it.  We can to the conclusion that without coordination at a government level amongst all major countries in the world it would be unlikely we would be able to address the issue of climate change.  I felt frustrated and angry that it was likely that we would be unable to solve a problem we had all the tools and ability to solve because of politics.	4	4	4	1	1	1	2	2	1	2	1	1	3	2	2	1	1	2	2	4	4	2	1	1	3	2	2	1	2	1	2	2	1	Male	0	Korean	0.00	26.00	5	90001	3	3	2.00	4.00	1.00	3.00	2.00	1.50	1.00	2.00	1.00	2.00	1.00	3.50	1.00	2.50	21.00	21.00	7.00	6.71	6.42	2.67	7.00	1.50	1.67	2.50	1.75	2.67
0	7	9.00	6.20	6.00	1	R_3fq29uJwt74ileo	4	3	7	5	4	4	5	4	5	3	4	5	5	4	4	4	3	3	4	5	5	4	6	6	6	6	6	7	6	5	6	5	7	6	7	6	6	6	7	306	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6	4	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	2	2	male	0	white	0.00	33.00	8	90006	9	9	2.50	3.50	3.00	3.00	3.00	2.50	2.50	3.00	3.00	2.50	2.50	2.50	3.00	2.50	63.00	63.00	7.00	6.54	6.08	6.00	6.50	2.70	2.67	3.00	3.00	6.00
0	7	9.00	6.50	6.25	1	R_2CN8ygIZBZQ1ApI	4	3	7	4	3	3	4	3	4	2	3	4	3	4	4	4	3	3	3	4	4	4	7	6	7	6	6	7	6	6	6	5	7	7	6	7	7	6	6	309	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	7	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	male	0	white	0.00	32.00	8	90006	9	9	2.50	2.50	2.50	3.00	2.00	2.50	3.00	2.50	3.00	2.00	2.00	2.00	2.50	2.50	63.00	63.00	6.00	6.71	6.42	6.00	6.50	2.60	2.58	2.50	2.50	6.00
0	7	1.50	4.80	4.75	1	R_2vdXYpVIZnxYIEO	4	2	6	3	3	4	4	2	4	2	1	3	2	1	5	2	2	1	4	4	5	3	6	5	4	4	6	4	4	6	5	5	4	6	5	4	6	4	6	312	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I felt stressed about Climate Change when learning about the wildfires being directly caused by it. It felt shocking and hopeless to me that dozens of people died by a cause which is will understood.	5	3	4	2	2	4	2	2	2	2	3	4	2	4	2	3	4	1	2	4	3	4	2	4	2	4	2	1	3	2	4	3	2	Male	0	Black	0.00	28.00	7	11203	2	1	3.00	3.50	3.50	3.00	3.00	3.00	3.00	3.00	2.00	2.50	1.50	2.50	3.50	1.50	10.50	10.50	6.00	5.96	4.92	4.33	6.00	2.70	2.50	3.00	3.25	4.33
0	6	9.00	5.60	5.50	1	R_YXPXxkmweMrBOaR	4	2	5	4	5	3	4	5	5	3	4	4	5	4	5	1	4	2	5	1	6	6	7	5	6	7	5	4	5	3	6	7	5	4	5	7	5	6	4	315	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	This would be at my previous work place. The target we had to meet was so much and there was limited time. This gave me a lot of stress.	6	3	1	3	4	4	2	4	3	2	1	3	1	3	4	3	2	2	3	3	2	3	2	2	3	2	2	3	2	3	2	2	3	FEMALE	1	AFRICAN AMERICAN	0.00	25.00	8	10003	9	9	2.50	3.00	3.50	2.50	3.00	2.00	3.50	2.50	3.00	2.50	2.50	2.50	1.50	1.50	54.00	54.00	4.00	5.71	5.42	5.67	4.50	2.70	2.50	2.75	2.63	5.67
0	7	1.00	6.20	4.00	1	R_enCxL70zhSCZUpb	4	2	2	3	4	4	3	4	3	3	4	4	4	5	5	4	4	5	2	3	6	5	6	6	7	6	5	3	6	6	6	6	6	7	7	6	4	3	5	316	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Although the weather doesn't get too severe in the Northwest, we do get droughts and floods more often than ever before. A couple of years ago we had a drought and prices on everything started going up especially produce. Everything was drying up and everything that was green was turning brown and it was quite depressing. I was concerned to some degree whether or not it would get more severe."	5	2	2	1	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	2	4	3	1	2	3	3	2	1	1	2	3	3	3	Male	0	Caucasian	0.00	50.00	7	97333	1	1	2.50	2.00	2.00	2.00	2.50	1.00	1.00	1.50	1.00	1.00	1.00	3.50	2.00	1.50	7.00	7.00	5.00	6.58	6.17	4.00	4.50	1.10	1.17	2.25	2.13	4.00
0	6	3.50	4.10	1.75	1	R_2vZUXeVg9ZmSPKk	4	3	7	4	5	5	5	5	5	5	5	5	5	5	5	1	2	1	5	1	4	2	6	4	6	2	2	2	4	2	2	2	2	4	7	4	2	1	6	323	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"I remember being stressed when I found out that our president thinks climate change is a ""hoax."""	5	1	3	1	1	1	1	3	1	1	2	1	1	1	3	1	1	1	1	2	4	2	1	1	2	3	1	1	1	1	4	1	1	Male	0	Black	0.00	32.00	7	28211	3	4	1.50	1.50	1.00	3.00	3.00	1.00	1.00	1.00	1.00	1.00	1.00	3.00	1.50	1.00	21.00	21.00	6.00	4.88	3.75	1.67	4.00	1.00	1.00	3.00	2.13	1.67
0	7	9.00	6.50	5.75	1	R_2wG126HvCS9C1ar	4	3	7	5	5	4	4	4	4	3	3	3	3	4	5	3	3	4	4	5	5	5	6	7	6	5	7	6	7	5	6	6	7	7	6	7	6	5	7	326	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	7	3	3	4	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	male	0	white	0.00	32.00	8	90006	9	9	2.50	2.50	2.50	3.00	2.00	2.50	3.00	2.50	3.50	2.00	2.00	2.00	2.50	2.50	63.00	63.00	7.00	6.67	6.33	5.67	6.50	2.70	2.67	2.50	2.50	5.67
0	7	1.00	6.60	1.50	1	R_YVVoftVAkfU7JOV	4	3	4	5	5	5	5	5	1	1	5	5	5	5	5	4	5	5	2	1	6	6	7	7	7	6	7	1	7	7	7	1	5	6	7	7	3	1	6	327	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	I feel stressed when I see the amount of plastics being produced for no reason. Everything wrapped in a grocery store is frustrating. We as a society do so many things for convenience but there is really no need for this all.	7	3	4	1	1	1	1	4	1	1	1	1	1	1	4	1	1	3	1	2	2	2	4	1	4	4	1	4	1	1	4	4	4	female	1	black	0.00	39.00	7	21215	1	1	1.50	2.50	1.00	4.00	4.00	1.00	1.00	1.00	1.00	1.00	4.00	3.00	1.00	2.00	7.00	7.00	6.00	6.83	6.67	1.00	4.50	1.00	1.17	4.00	2.50	1.00
0	7	4.00	4.20	5.25	1	R_3HBq49XEGRbo8Vq	4	2	2	1	5	5	2	4	3	3	5	5	5	5	5	4	3	4	2	3	5	2	3	6	6	3	2	5	5	6	6	3	3	7	2	5	7	6	7	328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	"The last time I felt stressed when thinking about climate change was while living in the UK last summer and seeing a large youth climate change protest march past my window. I was pleased to see it, but it made me stressed, because I felt guilty for not being involved in doing more personally, and I had not even been aware that the protest was happening."	3	1	1	1	2	1	4	2	1	1	1	2	2	2	2	1	1	1	1	1	4	1	1	1	4	2	1	1	1	1	2	1	2	male	0	white	0.00	31.00	8	94608	4	4	1.00	1.00	1.00	1.50	2.00	2.50	2.00	1.50	1.00	1.00	1.00	4.00	1.00	1.50	28.00	28.00	7.00	5.75	4.50	4.67	7.00	1.60	1.58	1.75	1.38	4.67
0	7	5.00	5.70	3.50	1	R_2wLhOMYscMXjgbg	4	3	2	5	5	3	3	4	3	5	4	4	5	4	5	5	4	3	2	5	7	7	5	6	6	6	7	2	6	1	6	1	6	6	4	5	6	5	7	336	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	In one day i went to office at that time suddenly raining .it collapse my plans i don't why suddenly raining happen then i felt it because of human activity	7	3	3	1	1	2	2	3	4	3	3	3	3	3	3	4	3	4	3	3	4	4	3	3	4	3	4	3	3	4	3	3	3	Female	1	White	0.00	28.00	7	48219	9	1	3.50	3.00	3.00	3.00	3.00	2.50	2.00	3.50	2.50	3.00	3.00	4.00	3.00	3.50	35.00	35.00	7.00	6.17	5.33	2.67	6.50	2.70	2.83	3.00	3.00	2.67
0	7	2.00	5.50	3.50	1	R_Y3oF3CY8tJhopcR	4	2	2	3	4	5	2	4	1	1	3	3	3	5	5	4	4	5	2	1	5	5	6	6	6	5	5	3	5	7	6	3	6	7	4	5	5	3	5	337	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"I live in Houston, and during Hurricane Harvey and all the flooding, I could tell that it wasn't just a normal storm. Clearly, warming ocean temperatures are making these storms stronger and more destructive. I felt stressed because people were stranded, and some even died because of the flooding. I couldn't help but think that it could have been prevented if past generations cared more about the environment."	6	2	2	1	2	2	1	2	1	2	1	1	2	1	2	2	3	2	2	1	4	3	1	1	3	2	1	1	2	3	3	2	2	Male	0	White	0.00	28.00	7	77019	2	2	2.50	1.50	2.00	2.00	2.00	2.00	1.50	1.00	1.00	2.00	1.00	3.50	1.00	2.00	14.00	14.00	5.00	6.33	5.67	3.00	5.00	1.50	1.58	2.00	1.75	3.00
0	7	7.00	4.50	3.50	1	R_6DaY9yEWhpZMI5r	4	2	3	3	4	5	3	5	2	1	5	5	5	5	5	3	4	4	2	2	5	2	5	6	5	4	3	2	5	5	5	5	3	5	5	4	5	2	7	357	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I was stressed when my flowers died because the climate this summer was too hot and dry. I was sad to see my garden.	6	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	3	3	2	1	1	1	2	1	1	1	2	2	2	1	female	1	white	0.00	70.00	10	13211	7	7	1.50	2.50	2.00	2.00	2.00	1.00	1.00	1.00	1.00	1.00	1.00	2.00	1.50	1.50	49.00	49.00	7.00	5.79	4.58	3.00	6.00	1.00	1.08	2.00	1.88	3.00
0	6	5.00	4.60	4.50	1	R_1jwhV1s4pT7qjM5	4	2	5	3	4	2	3	5	2	4	4	3	4	2	3	2	4	3	4	3	4	3	5	5	4	6	4	5	5	4	4	5	3	4	4	6	3	5	4	380	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Once i heard a news about ices are melting. I really felt stressed more. If we can't control climate change we should  have meet their impacts.	5	3	4	3	2	3	2	3	3	2	3	2	4	2	4	2	3	3	1	2	2	3	2	3	3	4	1	3	1	1	4	1	2	male	0	white	0.00	25.00	7	43302	8	2	2.50	2.50	2.50	3.50	4.00	2.50	2.00	1.50	3.00	1.00	2.50	2.50	3.00	3.50	30.00	30.00	4.00	5.25	4.50	5.00	3.50	2.00	2.25	3.75	3.25	5.00
0	5	5.00	5.00	5.25	1	R_79WtSr5MpSybGz7	4	3	5	5	3	4	3	5	5	5	5	2	4	5	4	4	4	2	2	1	4	5	6	6	4	5	4	5	5	5	4	6	5	5	5	5	6	4	5	384	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"I once traveled to africa, and I experienced a very hot weather and I am sure, this is as a result of climate change from the activities of human, factories exhaust, pollution, car fumes etc. I was not too happy about their weather condition over there."	6	2	2	2	1	2	1	3	2	2	2	1	2	1	2	2	1	3	2	2	2	1	2	2	2	2	1	2	2	3	2	1	1	male	0	American	0.00	30.00	8	07094	9	1	1.50	2.00	2.00	2.50	2.00	1.00	1.00	1.00	2.00	2.00	2.00	2.00	2.00	2.50	25.00	25.00	5.00	4.96	4.92	5.00	5.50	1.40	1.58	2.25	2.13	5.00
0	6	1.00	5.70	1.75	1	R_3Dw3aEqx2ddi5nm	4	2	4	3	5	5	3	5	1	1	4	3	4	5	5	4	4	4	2	3	4	4	6	6	6	6	3	2	6	6	6	1	6	6	6	6	2	2	7	387	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Two years ago we had a sudden thunderstorm that caused baseball sized hail to fall in the city, then it was followed by a long period of drought, that was followed by Hurricane Harvey. As a homeowner these sudden, irregular weather patterns take a toll on protecting my property. These weather events continue and it worries me that I would have to move to protect myself."	7	2	2	1	1	3	2	2	1	1	3	1	2	1	2	3	2	2	4	4	3	2	1	3	2	2	1	1	4	2	3	2	3	Male	0	Latino	0.00	35.00	5	78207	1	1	1.50	3.00	3.00	2.00	2.00	2.00	1.00	1.00	1.00	4.00	1.00	2.50	3.00	2.00	6.00	6.00	7.00	5.88	5.75	1.67	4.50	1.80	1.83	2.00	2.50	1.67
0	7	1.50	6.00	2.00	1	R_1gnFgzyNtHMWfeZ	4	3	4	3	4	5	2	5	3	3	4	3	3	5	5	3	5	4	2	3	6	4	6	7	7	6	5	3	7	6	3	1	5	7	5	5	2	2	3	392	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Can't think of much to write for this....Each evening I go to the bookstore cafe in my town to relax after work for a while. While there, a couple of older men were chatting and climate change came up. These men were clearly conservatives. One of them said ""Yeah, the climate has always been changing. Those damn liberals are making a big deal over nothing"". It made me feel angry and stressed at the same time. I had to restrain myself from going over there and giving them a piece of my mind. The stressed comes from knowing people honestly believe that climate change is some sort of a hoax. How can you fix this when sizable portions of the population deny basic facts?"	5	1	3	1	1	2	1	3	1	1	2	1	2	2	3	2	1	3	2	1	4	3	1	2	3	3	2	1	2	2	3	3	3	Male	0	White	0.00	38.00	7	37830	2	1	2.00	1.00	2.00	3.00	3.00	1.00	1.00	2.00	1.00	2.00	1.00	3.50	2.00	2.50	10.50	10.50	3.00	6.38	5.75	2.00	2.50	1.40	1.58	3.00	2.50	2.00
0	6	8.50	6.60	6.75	1	R_3Jrui6bPEz9L2Qp	4	3	7	5	4	5	5	5	5	5	4	5	4	5	5	4	5	5	4	5	3	3	7	6	7	6	7	7	6	7	6	6	7	7	7	6	7	7	6	395	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	The heavy rains on my wedding made me a little sad.	7	3	2	3	2	3	4	3	3	3	4	2	3	3	3	4	4	4	3	4	4	3	4	3	4	4	4	3	4	4	3	4	4	Male	0	Black/African american	0.00	30.00	8	46229	8	9	3.00	3.50	3.50	2.50	3.50	4.00	2.00	3.50	3.00	3.50	3.50	4.00	3.50	3.50	51.00	51.00	6.00	6.29	6.58	6.67	6.50	3.20	3.25	3.00	3.25	6.67
0	7	1.00	6.10	2.50	1	R_1IvkRcDHxoZoK8u	4	3	6	4	5	3	4	4	4	5	3	4	5	4	4	5	5	5	3	4	6	7	6	7	5	7	7	1	7	7	7	1	5	7	6	4	3	5	6	397	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	"Last month I went to the beach with some of my friends where I saw some turtles and fishes dead which are completely filled with plastic objects in their stomachs.
this is the major reason which caused those poor animals death.
I feel raged with anger and so stressed to see those animals suffer because of our human's irresponsibility andstupidity."	7	1	3	2	4	4	2	4	2	4	1	3	4	2	3	4	1	3	1	3	4	4	4	2	4	4	4	3	1	4	4	3	2	Male	0	Black	0.00	31.00	7	70433	1	1	4.00	2.00	4.00	3.50	3.50	1.50	3.50	3.00	2.00	1.00	3.50	4.00	1.50	3.50	7.00	7.00	6.00	6.63	6.25	2.33	4.50	2.20	2.42	3.50	3.13	2.33
0	7	1.00	5.60	2.00	1	R_2awwbPrVphD2yZ6	4	3	5	3	4	5	3	4	1	1	4	5	5	5	5	4	5	5	1	2	7	5	6	7	6	4	6	1	6	7	5	1	6	6	2	7	5	1	5	401	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"One time that sticks out is the Australia fires and how it made me dwell on how not only is climate change messing up our lives but it's killing thousands and thousands of animals who had no choice in what happened, and that's just the start and it's so devastating."	7	1	2	1	3	1	2	2	1	1	1	2	1	1	2	1	1	1	2	2	4	2	1	1	1	2	1	1	2	2	4	1	3	female	1	white	0.00	37.00	4	12839	1	1	1.50	1.50	1.00	2.00	2.00	1.50	2.50	1.00	1.00	2.00	1.00	2.50	1.00	1.00	7.00	7.00	5.00	6.33	5.67	1.00	5.00	1.60	1.50	2.00	1.50	1.00
0	6	7.00	5.40	5.00	1	R_2ruBtezU0jsZ9DR	4	3	6	4	3	2	3	4	3	3	3	2	3	4	3	1	1	2	4	2	3	3	6	5	6	6	4	6	6	6	4	4	5	6	5	5	4	6	4	406	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"climate change makes me stressed, anxious or depressed.
 humans are responsible for the climate change.
carbon dioxide (and other greenhouse gases) trap heat in the Earth’s atmosphere"	7	3	2	3	2	3	2	3	2	3	2	3	2	2	2	2	3	2	3	2	3	2	3	2	2	3	3	3	3	4	4	4	2	Female	1	Hispanic	0.00	30.00	7	93611	7	7	2.50	2.50	2.50	2.50	2.50	2.50	2.50	2.50	2.50	3.00	3.00	2.50	2.00	2.00	42.00	42.00	4.00	5.67	5.33	5.33	4.00	2.60	2.50	2.50	2.38	5.33
0	7	1.00	6.30	1.25	1	R_1NrVoWMHjGPbBZO	4	2	6	4	5	5	4	5	1	1	5	5	5	5	5	4	5	5	5	4	7	6	7	7	7	4	7	2	7	7	7	1	6	7	6	5	1	1	5	411	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	"I remember me and my friends drove to a beach one weekend to have some fun and relax. We got there and there was a large amount of trash on the beach and there were barely any sea-like things around and the overall ambiance of the place was not as suspected. We concluded this is our reality with the direction climate change is going. It had caused me to feel very stressed and worried because I feel as if action isn't taken soon to really combat this issue, it is only going to get worse."	7	4	4	1	1	1	1	4	1	2	1	1	2	1	4	1	1	2	1	4	3	2	3	1	2	3	1	3	1	1	4	2	1	Female	1	White American	0.00	24.00	6	20640	1	1	2.00	4.00	1.00	4.00	3.50	1.00	1.00	1.00	1.00	1.00	3.00	2.50	1.00	2.00	7.00	7.00	5.00	6.71	6.42	1.33	3.00	1.00	1.17	3.75	2.38	1.33
0	6	6.50	5.50	5.25	1	R_28Hil7lIe5N3jJV	4	3	6	4	5	4	3	4	5	5	3	5	3	4	4	4	3	3	4	3	3	2	5	6	5	6	6	5	5	5	6	6	6	6	5	5	5	5	6	415	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	na	6	2	2	3	2	3	2	2	1	2	3	2	2	3	2	3	3	3	3	2	2	2	2	3	3	3	2	3	3	2	3	3	2	femal	1	milwaukee	0.00	28.00	7	53221	6	7	2.00	2.00	3.00	2.00	2.50	2.50	2.00	2.50	2.00	3.00	2.50	2.50	3.00	2.50	39.00	39.00	6.00	5.75	5.50	5.33	5.50	2.40	2.42	2.25	2.63	5.33
